,idAmazon,idGoogleBase
0,b00004tkvy,http://www.google.com/base/feeds/snippets/18441110047404795849
1,b000g80lqo,http://www.google.com/base/feeds/snippets/18441188461196475272
2,b0006se5bq,http://www.google.com/base/feeds/snippets/18428750969726461849
3,b00021xhzw,http://www.google.com/base/feeds/snippets/18430621475529168165
4,b0007prnjo,http://www.google.com/base/feeds/snippets/18434733520229761009
5,b000in6u62,http://www.google.com/base/feeds/snippets/18434616791723899127
6,b00006hvvo,http://www.google.com/base/feeds/snippets/3409784122469217433
7,b00006hvvo,http://www.google.com/base/feeds/snippets/9687887699930800156
8,b0000ycfcw,http://www.google.com/base/feeds/snippets/321181551780335576
9,b000bcz8ng,http://www.google.com/base/feeds/snippets/3077454195131808819
10,b000fm18vi,http://www.google.com/base/feeds/snippets/3620383930983735395
11,b00009apna,http://www.google.com/base/feeds/snippets/3435680088823178198
12,b0009rgzgm,http://www.google.com/base/feeds/snippets/1883379429602083103
13,b000ap2wyw,http://www.google.com/base/feeds/snippets/2622452102774676117
14,b0009jlux8,http://www.google.com/base/feeds/snippets/4923451909983851979
15,b000cszg2m,http://www.google.com/base/feeds/snippets/5032391174084349054
16,b00023azve,http://www.google.com/base/feeds/snippets/4949402291543451335
17,b000ndicuy,http://www.google.com/base/feeds/snippets/2263647849333008264
18,b0000ycfdq,http://www.google.com/base/feeds/snippets/4188176128903497851
19,b0007yepy6,http://www.google.com/base/feeds/snippets/4783370532123880956
20,b000cpmtwk,http://www.google.com/base/feeds/snippets/1417708435719198149
21,b0002qnd2y,http://www.google.com/base/feeds/snippets/975032998818002648
22,b0009h9q1i,http://www.google.com/base/feeds/snippets/5665024204886410
23,b000cqyclu,http://www.google.com/base/feeds/snippets/1695089910833084773
24,b0001db6i6,http://www.google.com/base/feeds/snippets/12904825904608701558
25,b000h22rbg,http://www.google.com/base/feeds/snippets/10500380486679990055
26,b000bezsyi,http://www.google.com/base/feeds/snippets/10911853136488554482
27,b0001bg5gq,http://www.google.com/base/feeds/snippets/11618158047568311763
28,b000ivhozk,http://www.google.com/base/feeds/snippets/12543046747030237240
29,b000buqo9a,http://www.google.com/base/feeds/snippets/12604725900103506627
30,b00032heya,http://www.google.com/base/feeds/snippets/6195321262763979528
31,b000butd6q,http://www.google.com/base/feeds/snippets/6990565128537638388
32,b00032hexq,http://www.google.com/base/feeds/snippets/6856336028258284106
33,b000b6vlh4,http://www.google.com/base/feeds/snippets/10993073455692001778
34,b0009i9tqy,http://www.google.com/base/feeds/snippets/8804538687114603592
35,b00024yohy,http://www.google.com/base/feeds/snippets/9205821354688722990
36,b00020633g,http://www.google.com/base/feeds/snippets/5720091777255380975
37,b000cbqbby,http://www.google.com/base/feeds/snippets/5968511357343083164
38,b0002x1omi,http://www.google.com/base/feeds/snippets/7039940734695244235
39,b0009stm6g,http://www.google.com/base/feeds/snippets/7117788517647646539
40,b0000ycfe0,http://www.google.com/base/feeds/snippets/8175198959985911471
41,b00006j02n,http://www.google.com/base/feeds/snippets/18268949289189904876
42,b0000aka82,http://www.google.com/base/feeds/snippets/15883771067913561390
43,b0009ren8e,http://www.google.com/base/feeds/snippets/18152695793777845265
44,b000a3x6te,http://www.google.com/base/feeds/snippets/16407653863068941558
45,b000bnb72g,http://www.google.com/base/feeds/snippets/17010841797296818807
46,b000ap422c,http://www.google.com/base/feeds/snippets/15918748426604243470
47,b000098xjo,http://www.google.com/base/feeds/snippets/16361312648941715869
48,b000314vvu,http://www.google.com/base/feeds/snippets/18384366678790095384
49,b000fa5ens,http://www.google.com/base/feeds/snippets/18384136689746651786
50,b0002e3g6o,http://www.google.com/base/feeds/snippets/18384557845547191313
51,b000099sin,http://www.google.com/base/feeds/snippets/18383594456090582739
52,b000hj9r3u,http://www.google.com/base/feeds/snippets/18422892267475594445
53,b0007yll20,http://www.google.com/base/feeds/snippets/18425596514092797479
54,b0007yll20,http://www.google.com/base/feeds/snippets/18431066094306345892
55,b000162zp6,http://www.google.com/base/feeds/snippets/18423412970630780827
56,b000i84dsy,http://www.google.com/base/feeds/snippets/18427191929555331953
57,b000gaoo7y,http://www.google.com/base/feeds/snippets/18384280629938052082
58,b00008ajjc,http://www.google.com/base/feeds/snippets/18424464601572004274
59,b000jj4fbw,http://www.google.com/base/feeds/snippets/18427202789383020961
60,b000kmcf0g,http://www.google.com/base/feeds/snippets/18420491833696681736
61,b000ozibhk,http://www.google.com/base/feeds/snippets/18418631443367666576
62,b000h774k0,http://www.google.com/base/feeds/snippets/18419564278412211145
63,b000162zq0,http://www.google.com/base/feeds/snippets/18424247759201075212
64,b0006g2wke,http://www.google.com/base/feeds/snippets/18422068306669698354
65,b000qs8n64,http://www.google.com/base/feeds/snippets/18422266773656246362
66,b000cpshfs,http://www.google.com/base/feeds/snippets/18422327928504968692
67,b000ehq008,http://www.google.com/base/feeds/snippets/18415416380788323186
68,b000brgbpa,http://www.google.com/base/feeds/snippets/18413484739795948632
69,b0000c6fjm,http://www.google.com/base/feeds/snippets/18413075895200367717
70,b00005yx8i,http://www.google.com/base/feeds/snippets/18417819850768172148
71,b000hkgj8k,http://www.google.com/base/feeds/snippets/18417354130985846422
72,b0002719lk,http://www.google.com/base/feeds/snippets/18416093365515680633
73,b00006h38u,http://www.google.com/base/feeds/snippets/18406000514365649458
74,b000lu8a10,http://www.google.com/base/feeds/snippets/18406653450238248367
75,b0006oei8u,http://www.google.com/base/feeds/snippets/18409822956112890125
76,b000p9cr34,http://www.google.com/base/feeds/snippets/18421148872586071492
77,b000j4k804,http://www.google.com/base/feeds/snippets/18411875162562199123
78,b00008mopv,http://www.google.com/base/feeds/snippets/16621550764866327052
79,b000nwsclo,http://www.google.com/base/feeds/snippets/18404168006486239466
80,b000hlt4tu,http://www.google.com/base/feeds/snippets/18404168006486239466
81,b000ek6ekq,http://www.google.com/base/feeds/snippets/18404187604346548446
82,b0008ews9o,http://www.google.com/base/feeds/snippets/18354430457145981051
83,b0009y6f0g,http://www.google.com/base/feeds/snippets/18404319188505755669
84,b0006g31i6,http://www.google.com/base/feeds/snippets/18405362244680246986
85,b000qfqa1w,http://www.google.com/base/feeds/snippets/18405745276041721942
86,b000056b62,http://www.google.com/base/feeds/snippets/18446496383812786183
87,b000fbk6gc,http://www.google.com/base/feeds/snippets/18446612824766852081
88,b0007d8es0,http://www.google.com/base/feeds/snippets/18445465727364031756
89,b0006z16qq,http://www.google.com/base/feeds/snippets/18445827127704822533
90,b0002w37x8,http://www.google.com/base/feeds/snippets/18444171148464728826
91,b0006g31ao,http://www.google.com/base/feeds/snippets/18445341039052694828
92,b00005atxo,http://www.google.com/base/feeds/snippets/11430069725574750424
93,b0002bqqxw,http://www.google.com/base/feeds/snippets/18436194751131787997
94,b000e6q3em,http://www.google.com/base/feeds/snippets/18435517580056006507
95,b0006g2zce,http://www.google.com/base/feeds/snippets/16821958940203637711
96,b000s8jxpc,http://www.google.com/base/feeds/snippets/18415890873747923115
97,b0009zhg8k,http://www.google.com/base/feeds/snippets/18403568462989725383
98,b000e5n0mg,http://www.google.com/base/feeds/snippets/18400554570218912442
99,b000e5n0mg,http://www.google.com/base/feeds/snippets/10008484121273338467
100,b00079pmwa,http://www.google.com/base/feeds/snippets/18400846626733696167
101,b0000dzfvd,http://www.google.com/base/feeds/snippets/18398703861878507186
102,b000i2jd0s,http://www.google.com/base/feeds/snippets/18393898679155461769
103,b000068xl9,http://www.google.com/base/feeds/snippets/18398774476993389905
104,b000bi7uqs,http://www.google.com/base/feeds/snippets/18403148885652932189
105,b0006g2wr2,http://www.google.com/base/feeds/snippets/18403352308945312678
106,b000hvtk9e,http://www.google.com/base/feeds/snippets/18400163697429940544
107,b000jjrwas,http://www.google.com/base/feeds/snippets/18400264612493053038
108,b000jx29wa,http://www.google.com/base/feeds/snippets/18403866794415896226
109,b00063blg8,http://www.google.com/base/feeds/snippets/18399719239824156071
110,b0002bqrq8,http://www.google.com/base/feeds/snippets/18386073325514862606
111,b000067vpa,http://www.google.com/base/feeds/snippets/18389772286278704810
112,b000aly75i,http://www.google.com/base/feeds/snippets/18391095906680955632
113,b000a7mfn8,http://www.google.com/base/feeds/snippets/18387170188665857199
114,b000fepvcs,http://www.google.com/base/feeds/snippets/18395637668335924867
115,b0000y7wck,http://www.google.com/base/feeds/snippets/18395209041486825295
116,b000gv8u32,http://www.google.com/base/feeds/snippets/18395632346791388859
117,b000btas3y,http://www.google.com/base/feeds/snippets/18393736281334607132
118,b000qv5xqy,http://www.google.com/base/feeds/snippets/18391914133104937904
119,b000bw7kxw,http://www.google.com/base/feeds/snippets/18392335669009428265
120,b0007q7mg2,http://www.google.com/base/feeds/snippets/13558726664717453661
121,b0007q7mg2,http://www.google.com/base/feeds/snippets/13029285540855383313
122,b000b5ue6y,http://www.google.com/base/feeds/snippets/18392141725886908183
123,b000ndibaa,http://www.google.com/base/feeds/snippets/3285016045940957596
124,b0001wn1ee,http://www.google.com/base/feeds/snippets/12776057589362570320
125,b000jgf410,http://www.google.com/base/feeds/snippets/9949258255997064102
126,b000hcl5sm,http://www.google.com/base/feeds/snippets/12905177887993533095
127,b000e8jl80,http://www.google.com/base/feeds/snippets/16064170791328826375
128,b000coxs30,http://www.google.com/base/feeds/snippets/18397190495511936667
129,b000ndibq4,http://www.google.com/base/feeds/snippets/7928058720709111960
130,b000ndibq4,http://www.google.com/base/feeds/snippets/2461116331238857888
131,b000ndibci,http://www.google.com/base/feeds/snippets/5536147337142384196
132,b000edkurg,http://www.google.com/base/feeds/snippets/13699037964945038111
133,b000kzf7oo,http://www.google.com/base/feeds/snippets/18395554978346558556
134,b000hcxkks,http://www.google.com/base/feeds/snippets/18395554978346558556
135,b000e8jlai,http://www.google.com/base/feeds/snippets/18364244585954350504
136,b000e8jlai,http://www.google.com/base/feeds/snippets/8918859484248831701
137,b000hc0m36,http://www.google.com/base/feeds/snippets/12949835105262366018
138,b0008ewsai,http://www.google.com/base/feeds/snippets/10066664236286478958
139,b00009adf3,http://www.google.com/base/feeds/snippets/12203635138191657547
140,b00009adf3,http://www.google.com/base/feeds/snippets/10843999530069218918
141,b00009apn8,http://www.google.com/base/feeds/snippets/17298617365180292947
142,b000rwdd9q,http://www.google.com/base/feeds/snippets/13813465547037122851
143,b000pihtec,http://www.google.com/base/feeds/snippets/13778334917246964953
144,b0002bqqtq,http://www.google.com/base/feeds/snippets/12603976278153658661
145,b000in18nm,http://www.google.com/base/feeds/snippets/12354599434001970846
146,b000098xiy,http://www.google.com/base/feeds/snippets/12991839860010855049
147,b000c55alw,http://www.google.com/base/feeds/snippets/10177129616064822618
148,b000h20hu4,http://www.google.com/base/feeds/snippets/11816902045207686274
149,b0009yegcu,http://www.google.com/base/feeds/snippets/12024241460287341882
150,b00061u8sc,http://www.google.com/base/feeds/snippets/12121003713992255160
151,b000i2y0cy,http://www.google.com/base/feeds/snippets/1528326579184485637
152,b000ndemb2,http://www.google.com/base/feeds/snippets/9858798962478264497
153,b000fzvv3u,http://www.google.com/base/feeds/snippets/9675508034468866052
154,b000h14rqk,http://www.google.com/base/feeds/snippets/18177463782265275234
155,b000h14rqk,http://www.google.com/base/feeds/snippets/10090208868795399315
156,b000e8jlda,http://www.google.com/base/feeds/snippets/14794198635011271295
157,b0002h6x34,http://www.google.com/base/feeds/snippets/4823291609006887387
158,b000e8jl7q,http://www.google.com/base/feeds/snippets/4682448981783641744
159,b000lu89xy,http://www.google.com/base/feeds/snippets/13831527178214062853
160,b000qtu1ay,http://www.google.com/base/feeds/snippets/18391195855196917401
161,b000he35ss,http://www.google.com/base/feeds/snippets/11153480872220659485
162,b000egwc42,http://www.google.com/base/feeds/snippets/18427221955987040627
163,b000ndibnc,http://www.google.com/base/feeds/snippets/16406760233183606059
164,b000cqnjim,http://www.google.com/base/feeds/snippets/10662427062723563235
165,b000h5j4ka,http://www.google.com/base/feeds/snippets/11343247749866294908
166,b000e15nhk,http://www.google.com/base/feeds/snippets/11343247749866294908
167,b000fzz73u,http://www.google.com/base/feeds/snippets/11404711258824251475
168,b000hkpb3e,http://www.google.com/base/feeds/snippets/11022538834870557563
169,b000k7ving,http://www.google.com/base/feeds/snippets/13468530879861986847
170,b000ga99ry,http://www.google.com/base/feeds/snippets/13264093951540339583
171,b000o39u3g,http://www.google.com/base/feeds/snippets/13023052343955574084
172,b0000afu4e,http://www.google.com/base/feeds/snippets/10376000923691891679
173,b000jgw9ae,http://www.google.com/base/feeds/snippets/10471177135649344162
174,b000fzz730,http://www.google.com/base/feeds/snippets/10105070429318394420
175,b000r1g844,http://www.google.com/base/feeds/snippets/13637950682292849732
176,b000ozjtoo,http://www.google.com/base/feeds/snippets/13637950682292849732
177,b000exq2cs,http://www.google.com/base/feeds/snippets/9463842250533836611
178,b000099sie,http://www.google.com/base/feeds/snippets/12471937113581397461
179,b0001wn0li,http://www.google.com/base/feeds/snippets/18379653518269884966
180,b000j6dues,http://www.google.com/base/feeds/snippets/12495037922890432173
181,b0006ni698,http://www.google.com/base/feeds/snippets/11865417944403325412
182,b000he4riu,http://www.google.com/base/feeds/snippets/12068923163500219493
183,b000eplmpi,http://www.google.com/base/feeds/snippets/13683578637114771147
184,b000nknb62,http://www.google.com/base/feeds/snippets/13773294714940805969
185,b000aa8796,http://www.google.com/base/feeds/snippets/13804410937823415271
186,b000frttvy,http://www.google.com/base/feeds/snippets/10497976503252074561
187,b000fzxisg,http://www.google.com/base/feeds/snippets/13727078323480476968
188,b000fzxisg,http://www.google.com/base/feeds/snippets/10282477376383378142
189,b000exw510,http://www.google.com/base/feeds/snippets/9551528510942983552
190,b000fzz76m,http://www.google.com/base/feeds/snippets/9505595690175506725
191,b00062ak2k,http://www.google.com/base/feeds/snippets/18376072611700638452
192,b000eqazb4,http://www.google.com/base/feeds/snippets/12965745281480952652
193,b000kmehha,http://www.google.com/base/feeds/snippets/11463298814554093369
194,b000ndibws,http://www.google.com/base/feeds/snippets/9484979283744840884
195,b000hlp64w,http://www.google.com/base/feeds/snippets/11554840496283672285
196,b000bddf08,http://www.google.com/base/feeds/snippets/11443016597547288676
197,b000evo8h6,http://www.google.com/base/feeds/snippets/18368735287693525011
198,b000lv6pyi,http://www.google.com/base/feeds/snippets/18367889369421729693
199,b00005ld1r,http://www.google.com/base/feeds/snippets/18367097829354438075
200,b0006g2vk0,http://www.google.com/base/feeds/snippets/18365507478568694929
201,b000gkli0a,http://www.google.com/base/feeds/snippets/6426816868919758079
202,b000fbgapi,http://www.google.com/base/feeds/snippets/18364140307508478752
203,b000oziaz8,http://www.google.com/base/feeds/snippets/15207825953028155236
204,b00008mnxr,http://www.google.com/base/feeds/snippets/13582930230756997101
205,b000fnevhk,http://www.google.com/base/feeds/snippets/18358728426530670777
206,b000kg86b4,http://www.google.com/base/feeds/snippets/18360175926672582960
207,b000jx1kma,http://www.google.com/base/feeds/snippets/18356272944058818376
208,b000a6na6a,http://www.google.com/base/feeds/snippets/18355630027419003625
209,b000a3ky4e,http://www.google.com/base/feeds/snippets/18356638685856745200
210,b000aoz7fo,http://www.google.com/base/feeds/snippets/18353566070605982375
211,b0006g2tum,http://www.google.com/base/feeds/snippets/18352674914916743912
212,b000icpfmi,http://www.google.com/base/feeds/snippets/14325412592062687221
213,b0007yepyg,http://www.google.com/base/feeds/snippets/14284530408597272725
214,b00032heyk,http://www.google.com/base/feeds/snippets/14100958400236899770
215,b0000ycfdg,http://www.google.com/base/feeds/snippets/13728717906019565465
216,b0009y6f56,http://www.google.com/base/feeds/snippets/13392915442415544255
217,b000cbn9aa,http://www.google.com/base/feeds/snippets/13143355002649939201
218,b000cpshia,http://www.google.com/base/feeds/snippets/14493833507639383996
219,b000922dwc,http://www.google.com/base/feeds/snippets/15297739858013318917
220,b000ogsgym,http://www.google.com/base/feeds/snippets/15551866173776009457
221,b000b0gzu8,http://www.google.com/base/feeds/snippets/14443748429238960679
222,b000hed3f8,http://www.google.com/base/feeds/snippets/15401280256033043239
223,b00032hey0,http://www.google.com/base/feeds/snippets/13776469109811872414
224,b000bckmaa,http://www.google.com/base/feeds/snippets/13796906802854864998
225,b0002r74a0,http://www.google.com/base/feeds/snippets/18380144380139373224
226,b000nknb44,http://www.google.com/base/feeds/snippets/5978521375376689048
227,b000fkd3cc,http://www.google.com/base/feeds/snippets/18388829675891326365
228,b00030cbu4,http://www.google.com/base/feeds/snippets/18379664802687261824
229,b000ndibh8,http://www.google.com/base/feeds/snippets/2261905427242154693
230,b000euhk3g,http://www.google.com/base/feeds/snippets/14356986779854403622
231,b000krd3bq,http://www.google.com/base/feeds/snippets/10299611596430222322
232,b000krd3bq,http://www.google.com/base/feeds/snippets/17596883596074762243
233,b000ej9w0q,http://www.google.com/base/feeds/snippets/10299611596430222322
234,b000ej9w0q,http://www.google.com/base/feeds/snippets/17596883596074762243
235,b000gwkol2,http://www.google.com/base/feeds/snippets/18376303388125635572
236,b000nvkyse,http://www.google.com/base/feeds/snippets/1492097838915695810
237,b00006rgnx,http://www.google.com/base/feeds/snippets/6732814497585724663
238,b000qctqne,http://www.google.com/base/feeds/snippets/18375765231096501819
239,b000bnkbdm,http://www.google.com/base/feeds/snippets/18374143831267894200
240,b000i84dts,http://www.google.com/base/feeds/snippets/18373254644070862441
241,b000aa87pu,http://www.google.com/base/feeds/snippets/18373688292230003205
242,b000ivkrvs,http://www.google.com/base/feeds/snippets/15664992944977677730
243,b000ozia62,http://www.google.com/base/feeds/snippets/648205874217332044
244,b000lpc8t0,http://www.google.com/base/feeds/snippets/11831542288207686462
245,b000hlt4y0,http://www.google.com/base/feeds/snippets/11831542288207686462
246,b0002c3vqq,http://www.google.com/base/feeds/snippets/18371416588940021581
247,b00009v7hf,http://www.google.com/base/feeds/snippets/18373045261595979693
248,b0007d8esa,http://www.google.com/base/feeds/snippets/18368896632826907002
249,b0006b64v2,http://www.google.com/base/feeds/snippets/18369825056478487049
250,b000qjrska,http://www.google.com/base/feeds/snippets/18371727039035112852
251,b000ov0gao,http://www.google.com/base/feeds/snippets/18371601730045221642
252,b000088ner,http://www.google.com/base/feeds/snippets/4776201646741876078
253,b000088ner,http://www.google.com/base/feeds/snippets/1347968736695236641
254,b0009yx9by,http://www.google.com/base/feeds/snippets/5238862557893361196
255,b000mfgx7w,http://www.google.com/base/feeds/snippets/18416264451031093966
256,b00005op44,http://www.google.com/base/feeds/snippets/18381906790026125106
257,b000emgcxs,http://www.google.com/base/feeds/snippets/18384214908341178781
258,b0001iqnc0,http://www.google.com/base/feeds/snippets/18240279639195527181
259,b0001iqnc0,http://www.google.com/base/feeds/snippets/14425804478665246948
260,b000b6kxfa,http://www.google.com/base/feeds/snippets/8894150903607310427
261,b000bndghk,http://www.google.com/base/feeds/snippets/18427441766979913551
262,b000e8jlas,http://www.google.com/base/feeds/snippets/1532472446439845707
263,b0001h9l5m,http://www.google.com/base/feeds/snippets/15812045656958608251
264,b0009xb12o,http://www.google.com/base/feeds/snippets/18396354299258717606
265,b000i8od4i,http://www.google.com/base/feeds/snippets/18213081663134894535
266,b00004nhn7,http://www.google.com/base/feeds/snippets/18434385825570199468
267,b00062jdka,http://www.google.com/base/feeds/snippets/9616317575612495489
268,b00022ptt8,http://www.google.com/base/feeds/snippets/10568264795540984053
269,b000bwbu6u,http://www.google.com/base/feeds/snippets/6282886480523973402
270,b000bgtv80,http://www.google.com/base/feeds/snippets/11711993756559182415
271,b000bgtv80,http://www.google.com/base/feeds/snippets/10623432141570708774
272,b000ndib6y,http://www.google.com/base/feeds/snippets/11553460726656084647
273,b000ndib6y,http://www.google.com/base/feeds/snippets/13659935621775890962
274,b0001wn0ky,http://www.google.com/base/feeds/snippets/16388256207576026986
275,b000q6zk3a,http://www.google.com/base/feeds/snippets/18371419521576660155
276,b000bhq5jw,http://www.google.com/base/feeds/snippets/18436637620422411542
277,b000hcz8gc,http://www.google.com/base/feeds/snippets/9807438286656285076
278,b000hctyte,http://www.google.com/base/feeds/snippets/7882287499485291732
279,b000bx24o6,http://www.google.com/base/feeds/snippets/14415907760923977024
280,b000bx24o6,http://www.google.com/base/feeds/snippets/17938513699320393589
281,b000mtebtu,http://www.google.com/base/feeds/snippets/7898902077337932386
282,b000hbys5k,http://www.google.com/base/feeds/snippets/5250375660251099807
283,b000hbys5k,http://www.google.com/base/feeds/snippets/13631557261313424700
284,b000h11f9c,http://www.google.com/base/feeds/snippets/18422623903556262295
285,b00008mnxq,http://www.google.com/base/feeds/snippets/18380054536947094037
286,b000hc0lw8,http://www.google.com/base/feeds/snippets/16714036815187031033
287,b000hc0lw8,http://www.google.com/base/feeds/snippets/16573354058682977088
288,b0007lw230,http://www.google.com/base/feeds/snippets/17298610841039937504
289,b0007lw230,http://www.google.com/base/feeds/snippets/10628460274071713512
290,b0007lw230,http://www.google.com/base/feeds/snippets/10595032077010116055
291,b0007lw23a,http://www.google.com/base/feeds/snippets/11630432614273539055
292,b0007lw23a,http://www.google.com/base/feeds/snippets/3045238811380824044
293,b0007lw23a,http://www.google.com/base/feeds/snippets/9643223122893875320
294,b000hbxjxc,http://www.google.com/base/feeds/snippets/11125907881740407428
295,b000hbxjxc,http://www.google.com/base/feeds/snippets/11409582066977374017
296,b000pdnhno,http://www.google.com/base/feeds/snippets/12311932123270766595
297,b000pdnhno,http://www.google.com/base/feeds/snippets/17070501717470514063
298,b000hcz8ey,http://www.google.com/base/feeds/snippets/11114112522015930440
299,b0007lw22g,http://www.google.com/base/feeds/snippets/10849068506859926430
300,b0007lw22g,http://www.google.com/base/feeds/snippets/18398718226932431716
301,b0007lw22g,http://www.google.com/base/feeds/snippets/4539901557040997564
302,b000ndib7s,http://www.google.com/base/feeds/snippets/3473826515983580841
303,b00022ptru,http://www.google.com/base/feeds/snippets/8761785470712681109
304,b000hcxklc,http://www.google.com/base/feeds/snippets/9255722138583214734
305,b000hbvvg4,http://www.google.com/base/feeds/snippets/4699273716641936158
306,b000hcv1ky,http://www.google.com/base/feeds/snippets/16905793691117512235
307,b000bgpqr0,http://www.google.com/base/feeds/snippets/12737245292905990966
308,b0007iqg3a,http://www.google.com/base/feeds/snippets/16894460490935798232
309,b000bknncq,http://www.google.com/base/feeds/snippets/10004325115759097777
310,b000ogsyk8,http://www.google.com/base/feeds/snippets/391160076939023566
311,b0008ewsf8,http://www.google.com/base/feeds/snippets/10087092539211280139
312,b000ndid26,http://www.google.com/base/feeds/snippets/5673733196767057398
313,b000h16p9m,http://www.google.com/base/feeds/snippets/3846293022585027470
314,b000ndid62,http://www.google.com/base/feeds/snippets/14736350815466474940
315,b000ndibvo,http://www.google.com/base/feeds/snippets/5767845185221029524
316,b0008glgrm,http://www.google.com/base/feeds/snippets/4178014773187756948
317,b000k2t0ou,http://www.google.com/base/feeds/snippets/13916432686331461255
318,b0009qvgeo,http://www.google.com/base/feeds/snippets/17491282253363994324
319,b0009qvgeo,http://www.google.com/base/feeds/snippets/10895411331126528294
320,b000hcz8gm,http://www.google.com/base/feeds/snippets/13673799320876526338
321,b000ndid4y,http://www.google.com/base/feeds/snippets/18383405503824080160
322,b000dinb4g,http://www.google.com/base/feeds/snippets/18414778073602422524
323,b000dinb4g,http://www.google.com/base/feeds/snippets/13769671790180310327
324,b000h14rr4,http://www.google.com/base/feeds/snippets/12837108039205076533
325,b000h14rr4,http://www.google.com/base/feeds/snippets/10426833843056008758
326,b000hcvr1m,http://www.google.com/base/feeds/snippets/12219649046294237633
327,b000k2nkua,http://www.google.com/base/feeds/snippets/8251934342990013076
328,b000hbxjve,http://www.google.com/base/feeds/snippets/17956249157120493393
329,b0009yn1rq,http://www.google.com/base/feeds/snippets/8664755713112971171
330,b0008glghc,http://www.google.com/base/feeds/snippets/2838840999646798655
331,b000ehs6ic,http://www.google.com/base/feeds/snippets/9897777989987457856
332,b000ehs6ic,http://www.google.com/base/feeds/snippets/3377135321507891586
333,b000hctysa,http://www.google.com/base/feeds/snippets/13321642681501377375
334,b000hctysa,http://www.google.com/base/feeds/snippets/12116763117328044444
335,b000hbxjuk,http://www.google.com/base/feeds/snippets/15555806239483804720
336,b000hcvr5s,http://www.google.com/base/feeds/snippets/12218017436042377109
337,b000ndible,http://www.google.com/base/feeds/snippets/790771655328756919
338,b000h16p9w,http://www.google.com/base/feeds/snippets/12831181740691949409
339,b000h16p9w,http://www.google.com/base/feeds/snippets/10330893806550846255
340,b000bwzxk4,http://www.google.com/base/feeds/snippets/8498979351589060419
341,b000o26lo8,http://www.google.com/base/feeds/snippets/7972469902462196789
342,b000ndibe6,http://www.google.com/base/feeds/snippets/9761533219806554318
343,b000dn7k8y,http://www.google.com/base/feeds/snippets/17723708447447202259
344,b000cs3s2m,http://www.google.com/base/feeds/snippets/17504372812251027705
345,b00005wf9v,http://www.google.com/base/feeds/snippets/16689580885336652505
346,b000ndibri,http://www.google.com/base/feeds/snippets/3607173973836413689
347,b000ndibri,http://www.google.com/base/feeds/snippets/222400256379219119
348,b0001an1n2,http://www.google.com/base/feeds/snippets/14758105640999079833
349,b0008glg1i,http://www.google.com/base/feeds/snippets/65639973300118271
350,b0008glg1i,http://www.google.com/base/feeds/snippets/1496374872690142682
351,b00001xdw7,http://www.google.com/base/feeds/snippets/10541632718220382972
352,b000o27qfq,http://www.google.com/base/feeds/snippets/14054232840925252286
353,b000j1cit6,http://www.google.com/base/feeds/snippets/7937630813831495909
354,b0001wn1fs,http://www.google.com/base/feeds/snippets/11687167580478628748
